Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,WeekStatus,Day_of_week,Load_Type,Leading_Current_Power_Factor,Lagging_Current_Power_Factor
3.49,2.59,0.00,Weekday,Monday,Light_Load,100.00,80.30
4.64,4.50,0.00,Weekday,Wednesday,Light_Load,100.00,71.79
32.98,0.47,3.78,Weekday,Friday,Medium_Load,99.35,99.99
2.70,4.82,0.00,Weekday,Thursday,Light_Load,100.00,48.87
2.81,5.15,0.00,Weekday,Friday,Light_Load,100.00,47.90
3.82,5.22,0.00,Weekend,Saturday,Light_Load,100.00,59.06
39.49,26.78,0.11,Weekday,Thursday,Light_Load,100.00,82.76
42.62,7.27,0.04,Weekday,Friday,Medium_Load,100.00,98.58
55.40,27.11,0.00,Weekday,Monday,Maximum_Load,100.00,89.82
22.79,0.00,14.15,Weekend,Saturday,Maximum_Load,84.96,100.00
2.81,5.36,0.00,Weekday,Monday,Light_Load,100.00,46.43
3.85,7.52,0.00,Weekday,Thursday,Maximum_Load,100.00,45.57
32.54,1.12,0.97,Weekday,Wednesday,Medium_Load,99.96,99.94
47.41,18.86,0.00,Weekday,Monday,Medium_Load,100.00,92.92
2.99,0.00,4.82,Weekend,Saturday,Light_Load,52.71,100.00
48.24,10.84,0.00,Weekday,Friday,Maximum_Load,100.00,97.57
4.21,3.24,0.18,Weekday,Thursday,Light_Load,99.91,79.25
50.94,23.26,0.00,Weekday,Thursday,Maximum_Load,100.00,90.97
3.42,6.37,0.00,Weekend,Saturday,Light_Load,100.00,47.30
81.50,32.08,0.00,Weekend,Saturday,Medium_Load,100.00,93.05
3.46,2.70,0.00,Weekend,Sunday,Light_Load,100.00,78.84
3.71,4.86,0.00,Weekday,Friday,Light_Load,100.00,60.68
60.19,31.61,0.00,Weekday,Friday,Light_Load,100.00,88.53
3.56,0.00,22.07,Weekend,Sunday,Light_Load,15.92,100.00
3.35,0.00,13.97,Weekend,Saturday,Light_Load,23.32,100.00
71.46,35.50,0.00,Weekday,Thursday,Maximum_Load,100.00,89.56
2.84,0.00,5.15,Weekend,Sunday,Medium_Load,48.29,100.00
3.92,1.76,10.37,Weekday,Wednesday,Medium_Load,35.36,91.23
53.46,23.26,0.00,Weekday,Tuesday,Medium_Load,100.00,91.70
121.93,48.31,0.00,Weekday,Tuesday,Maximum_Load,100.00,92.97
120.89,47.38,0.00,Weekday,Tuesday,Light_Load,100.00,93.10
77.83,55.40,0.00,Weekday,Monday,Maximum_Load,100.00,81.47
113.94,51.34,0.00,Weekday,Thursday,Medium_Load,100.00,91.17
102.28,43.78,0.00,Weekday,Wednesday,Maximum_Load,100.00,91.93
3.20,1.98,0.32,Weekend,Saturday,Light_Load,99.50,85.04
32.54,0.83,6.16,Weekday,Friday,Medium_Load,98.25,99.97
5.62,4.03,0.00,Weekday,Tuesday,Light_Load,100.00,81.27
4.07,0.00,14.58,Weekday,Tuesday,Medium_Load,26.89,100.00
83.52,52.56,0.00,Weekday,Tuesday,Medium_Load,100.00,84.64
82.26,42.59,0.00,Weekday,Friday,Light_Load,100.00,88.80
3.31,0.00,14.83,Weekend,Saturday,Light_Load,21.78,100.00
2.99,0.00,11.48,Weekend,Sunday,Light_Load,25.20,100.00
4.32,3.13,0.18,Weekday,Wednesday,Light_Load,99.91,80.98
4.25,5.98,0.00,Weekday,Wednesday,Light_Load,100.00,57.93
2.88,4.90,0.00,Weekday,Thursday,Light_Load,100.00,50.67
6.52,2.34,0.22,Weekday,Monday,Light_Load,99.94,94.12
56.02,26.96,0.00,Weekday,Wednesday,Maximum_Load,100.00,90.11
3.20,5.44,0.00,Weekday,Monday,Light_Load,100.00,50.70
3.60,0.00,13.93,Weekend,Sunday,Light_Load,25.02,100.00
28.51,0.04,8.71,Weekend,Sunday,Medium_Load,95.64,100.00
32.15,9.29,0.00,Weekday,Tuesday,Medium_Load,100.00,96.07
3.31,0.00,17.53,Weekday,Wednesday,Light_Load,18.55,100.00
38.77,22.97,0.54,Weekday,Thursday,Medium_Load,99.99,86.03
2.77,3.96,0.00,Weekend,Saturday,Light_Load,100.00,57.32
2.70,4.79,0.00,Weekday,Monday,Light_Load,100.00,49.10
3.67,4.28,0.00,Weekend,Saturday,Light_Load,100.00,65.09
22.93,15.16,0.00,Weekday,Wednesday,Light_Load,100.00,83.42
21.10,6.12,17.53,Weekday,Tuesday,Medium_Load,76.92,96.04
47.02,24.48,0.18,Weekday,Friday,Medium_Load,100.00,88.70
3.28,4.86,0.00,Weekday,Monday,Light_Load,100.00,55.94
2.77,5.00,0.00,Weekday,Monday,Light_Load,100.00,48.46
94.36,28.51,0.00,Weekday,Monday,Maximum_Load,100.00,95.73
3.17,6.05,0.00,Weekend,Saturday,Light_Load,100.00,46.41
3.49,4.75,0.00,Weekday,Thursday,Light_Load,100.00,59.21
10.15,0.22,8.68,Weekday,Thursday,Medium_Load,76.00,99.98
3.56,0.00,14.08,Weekend,Saturday,Light_Load,24.51,100.00
57.02,20.52,0.00,Weekday,Wednesday,Medium_Load,100.00,94.09
4.72,4.57,0.00,Weekday,Tuesday,Light_Load,100.00,71.84
4.36,3.85,0.00,Weekend,Sunday,Light_Load,100.00,74.96
47.66,13.28,0.29,Weekend,Saturday,Maximum_Load,100.00,96.33
3.82,4.79,0.00,Weekday,Tuesday,Light_Load,100.00,62.35
3.02,2.56,0.00,Weekend,Saturday,Light_Load,100.00,76.28
57.46,23.98,0.00,Weekday,Thursday,Maximum_Load,100.00,92.29
2.99,3.60,0.00,Weekday,Thursday,Light_Load,100.00,63.89
2.52,5.18,0.00,Weekday,Tuesday,Light_Load,100.00,43.75
5.69,3.64,4.00,Weekday,Monday,Medium_Load,81.81,84.24
3.28,3.82,0.00,Weekday,Friday,Light_Load,100.00,65.14
3.92,0.00,17.78,Weekday,Monday,Medium_Load,21.53,100.00
2.95,0.00,14.44,Weekend,Saturday,Medium_Load,20.02,100.00
66.24,33.73,0.00,Weekday,Thursday,Medium_Load,100.00,89.11
4.28,0.00,23.33,Weekday,Thursday,Light_Load,18.04,100.00
3.42,2.38,0.04,Weekday,Wednesday,Light_Load,99.99,82.08
79.16,11.30,0.22,Weekend,Saturday,Maximum_Load,100.00,99.00
3.82,4.50,0.00,Weekday,Monday,Light_Load,100.00,64.72
30.38,0.00,7.27,Weekday,Tuesday,Medium_Load,97.25,100.00
2.88,3.71,0.00,Weekend,Saturday,Light_Load,100.00,61.32
54.83,15.34,0.00,Weekday,Friday,Maximum_Load,100.00,96.30
60.01,34.70,0.00,Weekday,Wednesday,Light_Load,100.00,86.57
3.64,3.20,0.00,Weekday,Thursday,Medium_Load,100.00,75.10
4.03,0.00,21.17,Weekend,Saturday,Light_Load,18.70,100.00
3.56,0.00,26.21,Weekend,Sunday,Medium_Load,13.46,100.00
26.32,4.64,0.32,Weekday,Thursday,Medium_Load,99.99,98.48
69.77,53.24,0.00,Weekday,Monday,Light_Load,100.00,79.50
2.95,0.00,11.34,Weekend,Sunday,Light_Load,25.18,100.00
3.02,4.90,0.00,Weekday,Wednesday,Light_Load,100.00,52.47
3.82,3.38,0.00,Weekend,Sunday,Light_Load,100.00,74.89
3.89,4.00,0.00,Weekend,Sunday,Light_Load,100.00,69.72
106.49,55.62,0.00,Weekday,Tuesday,Maximum_Load,100.00,88.64
138.64,58.79,0.00,Weekday,Friday,Medium_Load,100.00,92.06
46.22,5.04,0.04,Weekday,Friday,Maximum_Load,100.00,99.41
3.28,5.18,0.00,Weekday,Thursday,Light_Load,100.00,53.50
3.49,3.92,0.00,Weekday,Thursday,Light_Load,100.00,66.50
3.92,0.00,24.73,Weekend,Sunday,Medium_Load,15.66,100.00
5.15,0.00,17.78,Weekday,Wednesday,Medium_Load,27.82,100.00
4.64,3.38,0.00,Weekday,Friday,Light_Load,100.00,80.83
2.92,0.00,5.04,Weekend,Sunday,Light_Load,50.13,100.00
48.85,27.86,0.00,Weekday,Thursday,Maximum_Load,100.00,86.87
2.81,3.82,0.00,Weekday,Wednesday,Light_Load,100.00,59.26
60.19,45.65,0.00,Weekday,Friday,Medium_Load,100.00,79.68
2.59,4.36,0.00,Weekend,Sunday,Light_Load,100.00,51.07
3.49,0.00,20.16,Weekend,Sunday,Light_Load,17.06,100.00
4.97,3.92,0.00,Weekday,Friday,Maximum_Load,100.00,78.52
92.66,63.29,0.00,Weekday,Tuesday,Maximum_Load,100.00,82.58
22.46,14.98,0.00,Weekday,Wednesday,Light_Load,100.00,83.19
2.77,4.79,0.00,Weekday,Friday,Light_Load,100.00,50.06
3.46,3.60,0.00,Weekday,Friday,Light_Load,100.00,69.29
3.82,4.82,0.00,Weekday,Friday,Light_Load,100.00,62.11
3.89,2.74,0.32,Weekday,Thursday,Light_Load,99.66,81.75
4.07,0.00,22.14,Weekday,Thursday,Maximum_Load,18.08,100.00
116.10,66.49,0.00,Weekday,Tuesday,Maximum_Load,100.00,86.78
2.92,0.00,5.40,Weekend,Saturday,Light_Load,47.57,100.00
2.70,5.22,0.00,Weekday,Tuesday,Light_Load,100.00,45.94
3.64,0.00,16.13,Weekend,Sunday,Light_Load,22.01,100.00
114.73,48.13,0.00,Weekday,Friday,Medium_Load,100.00,92.21
47.34,24.26,0.00,Weekday,Friday,Medium_Load,100.00,88.99
4.50,6.26,0.00,Weekday,Thursday,Light_Load,100.00,58.37
60.34,27.07,0.00,Weekday,Friday,Maximum_Load,100.00,91.24
2.81,0.00,10.73,Weekend,Saturday,Light_Load,25.33,100.00
3.17,5.29,0.00,Weekend,Saturday,Light_Load,100.00,51.40
2.99,0.00,16.96,Weekend,Sunday,Light_Load,17.36,100.00
86.80,56.34,0.00,Weekday,Tuesday,Maximum_Load,100.00,83.88
3.38,4.72,0.00,Weekday,Wednesday,Light_Load,100.00,58.22
4.21,2.92,0.04,Weekday,Thursday,Light_Load,100.00,82.17
3.02,0.00,17.35,Weekend,Saturday,Light_Load,17.15,100.00
47.45,13.61,0.29,Weekend,Sunday,Medium_Load,100.00,96.12
2.92,3.67,0.00,Weekend,Sunday,Light_Load,100.00,62.26
2.74,0.00,11.45,Weekend,Sunday,Light_Load,23.27,100.00
64.91,40.28,0.00,Weekday,Friday,Light_Load,100.00,84.97
2.74,4.75,0.00,Weekend,Sunday,Light_Load,100.00,49.97
92.30,54.43,0.00,Weekday,Friday,Maximum_Load,100.00,86.14
5.04,0.00,26.28,Weekend,Sunday,Light_Load,18.83,100.00
4.00,5.51,0.00,Weekday,Tuesday,Medium_Load,100.00,58.75
3.82,6.73,0.00,Weekend,Saturday,Light_Load,100.00,49.36
108.79,42.95,0.00,Weekday,Tuesday,Maximum_Load,100.00,93.01
3.56,0.00,16.67,Weekend,Sunday,Light_Load,20.88,100.00
66.17,32.44,0.00,Weekday,Tuesday,Maximum_Load,100.00,89.79
3.20,0.00,18.47,Weekend,Sunday,Light_Load,17.07,100.00
42.08,25.38,2.34,Weekday,Tuesday,Maximum_Load,99.85,85.63
64.44,60.41,0.00,Weekday,Friday,Light_Load,100.00,72.96
2.95,0.00,14.40,Weekend,Sunday,Light_Load,20.07,100.00
2.74,6.01,0.00,Weekday,Friday,Light_Load,100.00,41.48
3.20,0.00,16.92,Weekend,Saturday,Light_Load,18.58,100.00
16.31,4.46,3.74,Weekday,Thursday,Maximum_Load,97.47,96.46
3.02,0.00,14.90,Weekend,Sunday,Light_Load,19.86,100.00
3.64,3.49,0.00,Weekday,Wednesday,Light_Load,100.00,72.18
2.88,0.00,10.76,Weekend,Saturday,Medium_Load,25.86,100.00
4.14,3.46,0.07,Weekday,Friday,Light_Load,99.99,76.73
2.77,0.00,11.99,Weekend,Sunday,Light_Load,22.51,100.00
3.74,2.23,0.50,Weekday,Friday,Light_Load,99.12,85.89
53.86,42.08,0.00,Weekday,Wednesday,Maximum_Load,100.00,78.80
96.12,68.65,0.00,Weekday,Tuesday,Light_Load,100.00,81.38
84.71,14.15,1.01,Weekday,Friday,Maximum_Load,99.99,98.63
75.82,35.42,0.00,Weekday,Friday,Maximum_Load,100.00,90.60
3.02,5.40,0.00,Weekday,Wednesday,Light_Load,100.00,48.81
2.84,5.51,0.00,Weekday,Monday,Light_Load,100.00,45.81
2.92,4.28,0.00,Weekday,Monday,Light_Load,100.00,56.36
3.56,3.31,0.00,Weekday,Wednesday,Light_Load,100.00,73.24
86.62,49.75,0.00,Weekday,Wednesday,Maximum_Load,100.00,86.72
29.77,1.01,1.40,Weekday,Wednesday,Medium_Load,99.89,99.94
3.17,0.00,16.88,Weekend,Sunday,Light_Load,18.46,100.00
59.51,34.70,0.00,Weekday,Friday,Medium_Load,100.00,86.39
38.38,7.52,0.04,Weekday,Tuesday,Maximum_Load,100.00,98.13
5.54,0.00,10.48,Weekday,Wednesday,Medium_Load,46.73,100.00
3.06,4.21,0.00,Weekday,Tuesday,Light_Load,100.00,58.79
105.05,34.49,0.00,Weekday,Wednesday,Maximum_Load,100.00,95.01
2.74,4.03,0.00,Weekday,Tuesday,Light_Load,100.00,56.23
3.31,5.04,0.00,Weekday,Monday,Light_Load,100.00,54.89
79.38,30.46,0.00,Weekday,Thursday,Maximum_Load,100.00,93.36
5.69,0.00,21.31,Weekend,Sunday,Maximum_Load,25.80,100.00
3.17,4.72,0.00,Weekend,Sunday,Light_Load,100.00,55.75
3.82,4.32,0.00,Weekday,Wednesday,Light_Load,100.00,66.24
3.60,0.00,13.03,Weekday,Thursday,Medium_Load,26.63,100.00
2.74,5.26,0.00,Weekday,Wednesday,Light_Load,100.00,46.20
3.78,4.32,0.00,Weekday,Monday,Light_Load,100.00,65.85
3.56,4.28,0.00,Weekday,Thursday,Medium_Load,100.00,63.95
89.75,38.81,0.00,Weekday,Monday,Maximum_Load,100.00,91.79
81.22,61.52,0.00,Weekday,Thursday,Medium_Load,100.00,79.71
65.74,30.20,0.00,Weekday,Thursday,Maximum_Load,100.00,90.87
3.24,4.82,0.00,Weekday,Friday,Light_Load,100.00,55.79
3.28,2.12,0.18,Weekday,Tuesday,Light_Load,99.85,83.98
2.92,5.83,0.00,Weekday,Thursday,Light_Load,100.00,44.78
5.18,0.00,24.98,Weekend,Saturday,Medium_Load,20.30,100.00
3.28,4.68,0.00,Weekday,Wednesday,Light_Load,100.00,57.39
60.16,33.26,0.00,Weekday,Tuesday,Medium_Load,100.00,87.52
2.84,6.05,0.00,Weekend,Saturday,Light_Load,100.00,42.49
114.05,36.43,0.00,Weekday,Friday,Medium_Load,100.00,95.26
29.41,1.26,1.08,Weekend,Sunday,Maximum_Load,99.93,99.91
5.76,0.00,21.60,Weekday,Wednesday,Medium_Load,25.77,100.00
76.57,30.60,0.00,Weekday,Wednesday,Medium_Load,100.00,92.86
124.88,57.28,0.00,Weekday,Wednesday,Maximum_Load,100.00,90.89
87.19,27.07,0.00,Weekday,Monday,Maximum_Load,100.00,95.50
3.82,0.00,16.60,Weekday,Wednesday,Medium_Load,22.43,100.00
5.40,5.87,0.00,Weekday,Tuesday,Light_Load,100.00,67.70
3.42,4.32,0.00,Weekday,Friday,Light_Load,100.00,62.07
3.10,3.53,0.00,Weekday,Monday,Light_Load,100.00,65.99
2.70,3.64,0.00,Weekend,Sunday,Light_Load,100.00,59.58
106.92,43.09,0.00,Weekday,Thursday,Medium_Load,100.00,92.75
2.59,4.54,0.00,Weekday,Tuesday,Light_Load,100.00,49.55
2.88,0.00,10.87,Weekday,Monday,Light_Load,25.61,100.00
51.80,29.30,0.00,Weekday,Thursday,Maximum_Load,100.00,87.04
2.81,4.82,0.00,Weekday,Wednesday,Light_Load,100.00,50.36
83.09,43.96,0.00,Weekday,Wednesday,Maximum_Load,100.00,88.39
3.89,0.00,17.75,Weekday,Wednesday,Medium_Load,21.41,100.00
2.66,5.11,0.00,Weekday,Tuesday,Light_Load,100.00,46.17
72.11,51.62,0.00,Weekday,Tuesday,Medium_Load,100.00,81.31
2.81,4.86,0.00,Weekday,Wednesday,Light_Load,100.00,50.05
3.17,3.60,0.00,Weekday,Thursday,Light_Load,100.00,66.09
55.69,17.64,0.50,Weekday,Tuesday,Maximum_Load,100.00,95.33
53.35,16.96,0.04,Weekday,Wednesday,Medium_Load,100.00,95.30
3.92,3.78,0.00,Weekday,Wednesday,Light_Load,100.00,71.98
55.76,34.13,0.00,Weekday,Friday,Medium_Load,100.00,85.29
5.11,5.15,0.00,Weekday,Friday,Light_Load,100.00,70.43
5.94,5.47,0.00,Weekday,Wednesday,Light_Load,100.00,73.56
4.25,5.29,0.00,Weekend,Sunday,Light_Load,100.00,62.63
88.88,39.67,0.00,Weekday,Tuesday,Medium_Load,100.00,91.32
2.92,4.57,0.00,Weekday,Monday,Light_Load,100.00,53.84
5.62,0.00,19.12,Weekend,Sunday,Maximum_Load,28.20,100.00
5.54,0.00,22.21,Weekday,Monday,Maximum_Load,24.20,100.00
2.88,0.00,4.90,Weekend,Sunday,Light_Load,50.67,100.00
3.31,0.00,20.48,Weekday,Wednesday,Light_Load,15.96,100.00
6.08,0.00,21.92,Weekday,Monday,Medium_Load,26.73,100.00
15.66,6.88,18.14,Weekday,Tuesday,Medium_Load,65.35,91.55
3.64,0.00,26.39,Weekday,Friday,Medium_Load,13.66,100.00
3.13,4.28,0.00,Weekday,Tuesday,Light_Load,100.00,59.03
3.35,5.83,0.00,Weekday,Friday,Light_Load,100.00,49.82
2.66,5.00,0.00,Weekend,Sunday,Light_Load,100.00,46.97
92.09,14.94,0.00,Weekday,Tuesday,Maximum_Load,100.00,98.71
57.28,27.76,0.00,Weekday,Thursday,Medium_Load,100.00,89.99
2.88,4.93,0.00,Weekday,Wednesday,Light_Load,100.00,50.44
109.55,33.44,0.00,Weekday,Wednesday,Medium_Load,100.00,95.64
53.68,31.86,0.00,Weekday,Friday,Maximum_Load,100.00,85.99
48.02,21.24,0.00,Weekend,Saturday,Maximum_Load,100.00,91.45
3.56,7.31,0.00,Weekday,Wednesday,Light_Load,100.00,43.78
3.74,3.38,0.00,Weekend,Sunday,Light_Load,100.00,74.19
50.08,17.75,0.00,Weekday,Wednesday,Medium_Load,100.00,94.25
58.86,34.27,0.00,Weekday,Tuesday,Maximum_Load,100.00,86.42
4.64,7.88,0.00,Weekday,Friday,Medium_Load,100.00,50.74
3.28,6.59,0.00,Weekday,Thursday,Light_Load,100.00,44.56
26.39,11.05,1.80,Weekday,Tuesday,Medium_Load,99.77,92.24
3.92,2.84,0.00,Weekday,Tuesday,Light_Load,100.00,80.98
3.96,0.00,23.08,Weekend,Saturday,Medium_Load,16.91,100.00
37.37,24.55,0.00,Weekend,Saturday,Light_Load,100.00,83.58
40.82,14.22,0.00,Weekday,Tuesday,Maximum_Load,100.00,94.43
63.11,18.04,0.00,Weekday,Monday,Medium_Load,100.00,96.15
32.83,0.94,2.52,Weekend,Sunday,Maximum_Load,99.71,99.96
3.24,5.22,0.00,Weekday,Tuesday,Light_Load,100.00,52.74
3.71,4.79,0.00,Weekday,Tuesday,Light_Load,100.00,61.23
71.60,31.75,0.00,Weekday,Friday,Maximum_Load,100.00,91.42
4.68,0.00,9.90,Weekday,Friday,Medium_Load,42.74,100.00
41.72,0.04,4.14,Weekday,Tuesday,Maximum_Load,99.51,100.00
2.74,0.00,17.35,Weekday,Thursday,Light_Load,15.60,100.00
4.21,5.29,0.00,Weekend,Saturday,Light_Load,100.00,62.27
110.81,35.28,0.00,Weekday,Tuesday,Maximum_Load,100.00,95.29
36.68,2.12,0.68,Weekday,Friday,Medium_Load,99.98,99.83
2.66,4.61,0.00,Weekend,Saturday,Light_Load,100.00,49.98
49.68,25.78,0.00,Weekday,Wednesday,Maximum_Load,100.00,88.76
4.10,0.00,24.59,Weekday,Wednesday,Medium_Load,16.45,100.00
84.85,32.15,0.00,Weekday,Tuesday,Maximum_Load,100.00,93.51
77.04,27.79,0.00,Weekday,Wednesday,Medium_Load,100.00,94.07
2.56,4.14,0.00,Weekend,Saturday,Light_Load,100.00,52.59
51.19,21.89,0.00,Weekday,Wednesday,Maximum_Load,100.00,91.95
3.67,3.02,0.11,Weekday,Thursday,Light_Load,99.96,77.22
3.82,0.00,5.15,Weekday,Thursday,Medium_Load,59.57,100.00
3.74,3.85,0.00,Weekday,Thursday,Light_Load,100.00,69.68
3.89,1.76,11.23,Weekday,Thursday,Medium_Load,32.73,91.11
85.14,24.19,0.97,Weekday,Wednesday,Medium_Load,99.99,96.19
4.14,4.54,0.00,Weekday,Wednesday,Light_Load,100.00,67.38
2.88,3.89,0.00,Weekday,Friday,Light_Load,100.00,59.50
15.80,0.68,15.80,Weekday,Friday,Medium_Load,70.71,99.91
58.90,22.97,0.00,Weekday,Monday,Maximum_Load,100.00,93.17
54.50,22.61,0.00,Weekday,Monday,Maximum_Load,100.00,92.37
3.96,2.81,0.32,Weekday,Monday,Light_Load,99.68,81.55
3.67,0.00,26.35,Weekend,Saturday,Maximum_Load,13.79,100.00
31.36,10.76,2.99,Weekday,Thursday,Maximum_Load,99.55,94.59
3.20,5.04,0.00,Weekday,Tuesday,Light_Load,100.00,53.60
3.02,4.18,0.00,Weekend,Sunday,Light_Load,100.00,58.56
3.82,7.52,0.00,Weekend,Saturday,Light_Load,100.00,45.29
89.82,39.17,0.00,Weekday,Monday,Maximum_Load,100.00,91.66
79.09,31.00,0.00,Weekday,Wednesday,Maximum_Load,100.00,93.10
4.10,0.00,22.07,Weekday,Thursday,Maximum_Load,18.26,100.00
4.25,0.00,16.88,Weekend,Sunday,Light_Load,24.42,100.00
5.72,7.06,0.00,Weekend,Saturday,Light_Load,100.00,62.95
3.13,0.00,16.45,Weekend,Saturday,Light_Load,18.69,100.00
57.67,24.12,0.00,Weekday,Wednesday,Medium_Load,100.00,92.26
3.74,0.00,16.20,Weekend,Saturday,Medium_Load,22.49,100.00
131.65,67.75,0.00,Weekday,Tuesday,Maximum_Load,100.00,88.92
7.06,0.00,27.04,Weekday,Friday,Medium_Load,25.26,100.00
3.38,0.00,18.11,Weekday,Thursday,Light_Load,18.35,100.00
5.04,8.53,0.00,Weekday,Monday,Maximum_Load,100.00,50.87
3.67,4.07,0.00,Weekday,Friday,Light_Load,100.00,66.97
30.53,0.40,2.84,Weekday,Tuesday,Medium_Load,99.57,99.99
5.33,0.00,27.58,Weekday,Thursday,Medium_Load,18.97,100.00
3.85,0.00,17.35,Weekend,Saturday,Medium_Load,21.66,100.00
3.24,3.24,0.00,Weekend,Sunday,Light_Load,100.00,70.71
72.97,20.09,0.00,Weekday,Tuesday,Maximum_Load,100.00,96.41
2.88,5.00,0.00,Weekend,Sunday,Light_Load,100.00,49.91
6.55,0.00,23.76,Weekday,Wednesday,Medium_Load,26.58,100.00
59.33,29.34,0.00,Weekday,Monday,Maximum_Load,100.00,89.64
3.49,0.00,13.21,Weekend,Sunday,Light_Load,25.54,100.00
53.89,25.42,0.00,Weekend,Saturday,Maximum_Load,100.00,90.44
4.39,4.90,0.00,Weekday,Thursday,Light_Load,100.00,66.73
4.93,0.00,23.04,Weekend,Sunday,Light_Load,20.92,100.00
3.60,3.13,0.00,Weekday,Tuesday,Light_Load,100.00,75.47
3.74,2.84,0.61,Weekday,Thursday,Maximum_Load,98.70,79.64
47.20,26.32,0.00,Weekday,Friday,Maximum_Load,100.00,87.34
65.84,46.48,0.00,Weekday,Tuesday,Maximum_Load,100.00,81.69
2.74,5.04,0.00,Weekend,Sunday,Light_Load,100.00,47.76
31.28,6.41,0.47,Weekday,Tuesday,Medium_Load,99.99,97.96
71.14,28.08,0.00,Weekday,Thursday,Maximum_Load,100.00,93.02
3.67,4.46,0.00,Weekday,Tuesday,Light_Load,100.00,63.54
5.08,5.51,0.00,Weekday,Thursday,Light_Load,100.00,67.78
46.91,21.13,0.00,Weekday,Thursday,Maximum_Load,100.00,91.18
3.49,5.08,0.00,Weekday,Tuesday,Light_Load,100.00,56.63
86.36,59.11,0.00,Weekday,Monday,Medium_Load,100.00,82.52
83.05,37.44,0.00,Weekday,Tuesday,Maximum_Load,100.00,91.16
58.07,22.07,0.00,Weekday,Wednesday,Maximum_Load,100.00,93.48
4.00,4.61,0.00,Weekday,Friday,Light_Load,100.00,65.54
3.71,4.54,0.00,Weekday,Friday,Light_Load,100.00,63.28
40.79,31.21,0.00,Weekend,Sunday,Light_Load,100.00,79.42
2.92,0.00,4.28,Weekend,Saturday,Light_Load,56.36,100.00
99.29,18.61,0.00,Weekday,Wednesday,Maximum_Load,100.00,98.29
80.03,40.10,0.00,Weekday,Thursday,Medium_Load,100.00,89.40
51.80,26.93,0.00,Weekday,Thursday,Maximum_Load,100.00,88.73
54.50,36.83,0.00,Weekday,Wednesday,Maximum_Load,100.00,82.85
58.14,34.02,0.00,Weekend,Saturday,Light_Load,100.00,86.31
39.92,1.08,2.45,Weekday,Wednesday,Maximum_Load,99.81,99.96
2.66,4.97,0.00,Weekend,Saturday,Light_Load,100.00,47.19
69.26,45.68,0.00,Weekday,Monday,Medium_Load,100.00,83.48
32.08,0.29,4.36,Weekend,Sunday,Maximum_Load,99.09,100.00
4.57,4.46,0.00,Weekday,Thursday,Light_Load,100.00,71.57
5.44,0.00,25.60,Weekday,Friday,Medium_Load,20.79,100.00
4.97,0.00,18.14,Weekend,Saturday,Maximum_Load,26.42,100.00
2.88,1.94,0.25,Weekday,Wednesday,Light_Load,99.63,82.94
4.97,7.45,0.00,Weekday,Friday,Maximum_Load,100.00,55.50
110.45,53.28,0.00,Weekday,Thursday,Maximum_Load,100.00,90.07
69.77,67.07,0.00,Weekday,Tuesday,Light_Load,100.00,72.09
55.91,33.48,0.00,Weekday,Wednesday,Medium_Load,100.00,85.79
4.72,5.00,0.00,Weekday,Monday,Maximum_Load,100.00,68.65
3.20,1.73,0.58,Weekend,Sunday,Light_Load,98.40,87.97
61.52,28.33,0.00,Weekday,Tuesday,Maximum_Load,100.00,90.83
3.85,5.54,0.00,Weekday,Friday,Light_Load,100.00,57.07
26.64,0.00,8.86,Weekday,Friday,Maximum_Load,94.89,100.00
132.16,45.47,0.00,Weekday,Friday,Medium_Load,100.00,94.56
3.78,3.82,0.00,Weekday,Friday,Light_Load,100.00,70.34
3.35,4.79,0.00,Weekday,Friday,Light_Load,100.00,57.31
80.57,44.42,0.00,Weekday,Thursday,Medium_Load,100.00,87.57
2.74,3.96,0.00,Weekday,Wednesday,Light_Load,100.00,56.90
3.13,0.00,16.67,Weekend,Sunday,Light_Load,18.45,100.00
87.19,43.92,0.00,Weekday,Wednesday,Light_Load,100.00,89.31
60.48,34.92,0.00,Weekday,Tuesday,Maximum_Load,100.00,86.60
19.80,16.63,0.00,Weekend,Sunday,Light_Load,100.00,76.57
3.02,5.62,0.00,Weekday,Monday,Light_Load,100.00,47.34
3.56,6.23,0.00,Weekday,Wednesday,Light_Load,100.00,49.61
3.82,5.11,0.00,Weekend,Saturday,Light_Load,100.00,59.87
56.88,25.13,0.00,Weekday,Thursday,Medium_Load,100.00,91.47
48.78,17.71,0.00,Weekday,Thursday,Medium_Load,100.00,94.00
4.21,0.00,25.74,Weekend,Sunday,Medium_Load,16.14,100.00
50.40,28.37,0.00,Weekday,Friday,Maximum_Load,100.00,87.14
2.59,4.32,0.00,Weekday,Friday,Light_Load,100.00,51.42
44.75,13.57,0.00,Weekday,Thursday,Medium_Load,100.00,95.70
3.20,0.00,14.58,Weekend,Sunday,Light_Load,21.44,100.00
2.99,5.36,0.00,Weekday,Friday,Light_Load,100.00,48.72
3.82,0.00,11.84,Weekend,Sunday,Medium_Load,30.70,100.00
43.42,20.81,0.00,Weekday,Friday,Medium_Load,100.00,90.18
2.63,3.31,0.00,Weekend,Sunday,Light_Load,100.00,62.21
102.67,33.16,0.00,Weekday,Monday,Medium_Load,100.00,95.16
61.70,22.14,0.00,Weekday,Friday,Medium_Load,100.00,94.12
