Temperature,Humidity,Wind Speed,Zone 1 Power Consumption,Zone 2  Power Consumption,Zone 3  Power Consumption
22.020,49.45,4.915,43200.00000,25891.5,24543.9
18.900,86.40,4.921,32448.84026,21887.6,10230.3
16.970,89.20,4.952,28276.93654,19254.8,8549.54
28.000,70.20,4.917,37022.19269,22716.5,31077.5
20.840,81.70,0.080,30772.51641,25341.9,12342.9
18.310,54.89,0.083,32997.54575,20437.9,16482.9
14.600,57.18,0.081,22789.83051,11989.1,14455
14.360,88.20,4.910,22188.25532,12515.9,13836.8
23.120,89.40,4.913,30114.01993,19724.1,23570.2
14.380,79.40,0.084,39033.19149,20202.4,22372.3
26.610,72.50,4.922,29648.37209,30451.9,26462.3
12.960,56.94,0.081,24406.77966,14819.5,14947.1
16.250,85.00,0.072,34287.19053,20379.2,18728.7
23.040,85.30,0.076,38776.01751,22343.2,12430.4
20.680,55.49,4.917,34408.75274,21103.3,12424.6
9.090,91.70,0.080,22783.26996,18609.4,9173.59
10.950,70.50,0.077,43673.92405,27381.2,25636.6
16.270,84.00,0.066,41727.44887,22534.8,26955.6
20.880,73.90,4.914,26079.29204,15290.6,13573.4
27.300,56.02,4.909,31504.58472,21106.3,26221.3
16.160,58.19,0.079,28696.27119,22672.3,15769.1
11.240,61.50,0.087,39511.89873,24671.1,23919
23.740,58.37,0.081,45545.96026,25622.9,27659.8
8.290,80.60,0.081,22572.15190,13386,14284.3
11.490,73.10,0.077,39141.26582,24900.9,25607.7
14.420,68.86,0.084,43509.87342,26604.3,25596.1
18.110,42.47,0.089,35380.25316,22103.3,16557.1
14.240,48.45,0.081,36765.56962,22862,18529.2
24.240,58.43,4.920,35509.38053,24968,11314.1
23.870,85.90,4.918,29425.11628,19549.4,23148.5
12.450,64.84,0.086,42829.36709,26509.4,25613.5
17.640,77.40,0.074,33468.76211,20958.5,18123.6
11.480,78.50,0.081,23796.61017,14498.5,13349.3
13.950,71.70,0.076,28519.32203,18857.1,17870.5
11.960,63.15,0.085,21347.52852,17081.3,8816.33
15.090,77.20,0.072,39682.02532,24926.4,24156.1
18.380,91.30,0.093,44378.46827,28415.4,19299.2
27.300,45.08,4.909,34591.89369,23916.5,23540.1
20.130,78.80,4.918,31598.07440,20599.2,14146.1
15.520,60.45,0.084,33016.27119,20502.1,15346.5
21.330,76.30,4.914,40944.42478,23366.3,19027.4
14.110,79.40,0.082,32042.58555,26595.9,13535.7
21.770,54.89,0.089,31683.10011,16500.6,18635.6
23.940,76.60,4.916,36993.98230,22872.3,13685.1
20.170,74.50,0.068,31953.83607,22012.4,15939.1
9.370,86.40,0.084,24425.85551,19489.4,10602.6
15.280,90.30,0.072,35638.83746,20632.2,18507.6
16.840,62.55,0.084,28739.16350,22792.3,9507.8
16.070,73.10,0.076,36398.47909,30215.4,14780.3
33.110,40.68,4.906,41106.32630,28993.9,27620.3
19.990,75.30,4.919,38903.60656,24115.2,22241.3
18.330,84.20,0.172,30596.06127,18993.4,13486.7
28.970,41.41,4.907,42327.36959,28564.3,27343.4
21.930,65.56,4.912,29490.43285,19478.8,20746.8
24.040,62.12,4.902,49468.23529,32236.5,35204
21.540,79.80,4.922,43626.90265,24979.2,19121.6
12.130,71.40,0.084,44943.79747,27330.1,26469.4
19.810,85.00,4.914,27570.26549,18733.5,9966.74
28.450,70.90,4.917,35771.96013,22025.3,28914.5
19.610,66.48,0.072,38824.61538,32455.8,20327.7
13.890,55.69,0.086,33818.73418,14961.7,16828.9
13.080,78.10,0.084,38424.33460,31032.8,16180.6
19.270,77.70,0.284,35980.88496,22015.4,14144.1
25.010,84.00,4.918,27887.84053,21953.2,27516.7
15.310,69.15,0.073,24714.49180,14660.1,15023.8
19.590,79.10,0.082,31462.81967,18497.8,18067
23.060,68.72,0.067,39824.10596,30109.8,26637.8
3.582,79.20,0.087,25470.37975,15446.8,14989.9
16.480,73.20,0.071,32986.32911,20564.1,15429.4
16.870,48.45,4.918,31916.96203,17675.4,16788.4
15.860,81.70,0.070,27814.16577,14729.9,17349.8
22.110,52.69,0.090,33570.59081,21656,10988.9
16.410,83.20,0.076,26202.10980,14301,17629.1
16.430,63.40,0.077,19514.75410,11439,10319
24.300,84.30,4.909,31190.94340,22698.6,23028
8.030,88.80,0.085,21241.51899,13823.7,13948.9
22.970,56.19,4.906,29992.82392,20229.1,21997.7
13.260,58.04,0.082,22466.44068,13568.4,13777.7
11.620,79.40,0.087,19827.69231,15326,10912.8
18.340,60.80,4.919,43046.80851,25690.2,25049
17.410,69.56,0.079,21627.37643,16193.9,9415.61
20.200,53.96,4.905,25993.51831,17106.7,17707.3
25.160,87.70,4.911,35595.64928,25492.7,23948.8
13.730,81.30,0.077,23337.61033,13820.8,15127.3
14.240,89.50,0.067,23356.21098,11848.5,15674.2
31.850,16.01,4.903,38044.12875,26279.6,27632.4
32.690,26.51,4.921,36592.56637,23504.8,13243.9
17.380,67.22,4.923,28449.23077,23255,12508.9
19.860,62.65,4.926,26178.91232,16772.1,14968.8
17.960,76.20,4.919,35995.27869,23119.5,17338.3
15.520,44.21,0.091,31823.57414,25936.8,10037.9
15.910,72.80,0.081,44780.93617,22196.3,25670.3
20.360,87.20,0.072,27108.87417,17652,12695.6
15.450,49.35,4.920,32566.15385,24664.5,12057.8
11.950,64.83,4.919,21655.38462,17724.8,10588.9
17.060,77.40,0.079,42955.09150,22512.8,28189.1
16.430,56.76,0.082,32967.45763,21592.7,16730.1
20.840,75.70,0.071,25833.69589,16905.2,16028.1
23.090,82.60,4.919,46882.83186,27980.5,20257.1
20.880,60.23,0.076,37694.95082,22127.6,22870.9
14.070,59.23,0.082,45180.75949,29416.4,27527.7
22.560,66.29,4.913,36011.18757,25614.4,28469
14.500,88.40,0.071,23176.40474,13608.1,11607.3
16.320,54.79,0.088,30692.01521,26953.1,8966.15
17.550,77.90,0.076,33543.16469,20093.3,18525.1
12.130,78.10,0.077,22673.76426,18329.5,10233.9
13.280,66.66,0.084,22924.06780,13707,14385.5
26.440,71.40,4.921,36855.04994,23325.9,22745.1
15.200,30.85,0.088,32646.07595,20465.7,18448.2
12.230,81.30,0.084,22745.87234,13295.1,15503.2
11.760,65.94,0.090,24510.50847,15038.3,10848.5
10.510,85.70,0.071,23259.66102,12744.1,13997.7
10.640,87.60,0.080,24179.74468,13990.2,14527.7
25.750,56.71,0.071,36174.83444,20204.2,17634.5
25.850,86.20,4.922,37845.94895,23443.7,17912
10.830,51.79,0.086,30862.37288,18995.7,14414.5
19.560,46.06,0.088,39766.15385,33433.9,17609.6
29.150,45.39,4.904,42820.46512,30911.4,29535.1
25.620,41.18,4.907,30286.24585,19978.5,20967.4
15.290,68.96,0.083,43420.59574,26282.9,25263.9
11.610,73.70,4.920,22807.14894,12358.5,14429
34.370,24.17,4.903,38926.34850,27864.8,26031.3
15.640,84.90,0.076,33772.57266,21130.8,18356.4
17.320,71.00,4.917,33344.81013,19914.9,16175.4
21.020,46.56,4.920,34952.17021,20206.1,18098.7
22.680,71.00,0.067,34578.90591,19568.5,13212.4
26.920,70.80,4.903,29707.79134,22082.8,20945.5
23.270,88.50,4.920,28358.89012,16760.7,16130.4
14.010,71.00,0.081,32237.26236,26861,9721.01
21.530,57.03,4.920,34352.03501,19396.7,13726
17.950,77.90,0.080,43327.10441,23568.6,28544
13.800,72.10,0.073,22869.15254,13433.4,15004.9
25.360,49.42,4.904,50555.02775,34692.3,40590.8
21.090,79.20,4.911,26620.88496,15410.4,12837.9
24.190,66.74,4.923,33263.04636,17240.3,19719.9
21.490,79.90,4.919,43397.08609,23845.3,29225.4
16.140,78.00,0.076,21809.88593,16746.2,9496.28
9.120,68.98,0.081,23138.04255,13273.2,14318.7
18.990,89.60,0.336,24766.72566,15994.2,10555.1
24.550,87.50,4.915,38050.52164,23732.6,22895.5
25.350,85.20,4.916,32958.93688,22211.4,29324.2
12.490,87.20,4.926,20990.76923,15274,11196.1
23.880,86.50,4.916,28583.12292,19021.5,22371.2
21.700,67.27,0.083,40975.40481,33628.6,19573.5
11.890,51.55,0.080,28241.01266,18459.6,12977.3
31.300,36.15,4.920,45977.94020,28902.5,35518
21.110,70.50,0.080,41422.84464,24815.4,17799.4
35.610,19.04,4.908,37475.16093,26971.5,26849.9
9.780,87.60,0.084,22427.23404,13269.5,13825.2
18.500,84.10,0.070,24880.00000,19108.3,9374.46
18.910,78.20,4.908,28569.85572,18235.7,16311
28.790,72.90,4.903,43842.48613,30955.4,30088
28.390,34.21,4.918,35980.88496,21689.8,13691
18.410,45.21,0.084,43401.50700,25540.9,26304
11.350,71.10,0.086,28751.18644,18838.9,12967.2
19.030,48.25,4.920,43587.14754,26299.7,24923.1
19.490,65.52,0.077,38997.61589,21820.8,24788.7
12.620,53.14,0.079,43436.96203,26637.1,25168.2
21.360,59.72,0.271,30290.97345,18217,15097.2
16.800,64.13,4.915,26203.58862,15886.3,11689.2
16.300,51.30,0.089,32316.34981,25973.6,10205
6.742,89.80,0.073,22856.94915,13980.5,14310.3
21.920,76.80,4.924,42059.46903,26333.9,19862.9
13.420,59.68,0.077,39130.03802,33293.6,16272.7
28.130,30.74,4.903,30577.22531,22234.8,24791.5
13.240,70.80,4.913,36526.23574,30384.8,15610.1
21.020,53.87,0.076,31174.68245,16372.3,19077.8
32.670,37.32,4.921,37921.59468,25481,31161.8
21.740,78.30,0.077,45024.63576,24990.4,27139.9
19.050,89.00,0.268,26071.24726,15957.3,11846.8
27.920,75.70,4.915,33864.71761,21129.1,27034.6
27.000,49.75,4.932,44894.86726,26678.2,20062.9
18.580,87.90,4.916,32558.16393,20340.6,19711.1
18.010,58.30,4.921,33542.80851,19017.1,14411.6
16.260,72.70,0.073,34400.68085,22404.9,16107.1
21.780,76.80,0.067,28176.95364,18048.6,14367.5
26.780,53.52,4.917,34617.40864,23965.8,25450
19.740,75.40,4.916,20303.52159,13439.2,13658.9
20.960,66.50,0.076,36174.83444,23291.5,18638.8
21.010,63.04,0.070,28824.61538,20938,17812
27.880,32.22,4.918,41527.94702,23209.1,23116.8
26.730,66.22,4.919,34923.18584,21435.3,13532.2
17.120,55.26,4.925,33969.23077,27747.5,14712.3
24.360,82.80,4.924,41965.71429,26692.4,32589.8
26.050,45.68,4.909,32435.88040,22705.1,24781.3
18.640,88.90,0.106,46880.35011,29771,19585.2
13.150,86.30,0.084,36850.63291,22862,22854.9
10.520,85.80,0.078,21463.11787,17029.8,9346.46
25.270,77.20,4.919,38042.79070,24865.8,29300.1
16.600,86.80,0.066,24974.46717,14180,15511.3
22.910,62.04,0.083,44045.56291,24268.2,26561
27.790,40.31,4.925,37477.81182,23194.6,12809.7
25.080,47.66,4.909,36624.90566,25641,24502.6
31.340,23.68,4.913,48121.19601,30558.2,39434.3
10.070,94.50,0.084,27461.59696,21046.9,9651.86
27.250,81.40,4.903,50778.77913,35152.3,39501.4
21.630,75.90,4.922,34616.71772,22283.4,14128.6
13.830,70.60,4.915,24676.92308,19126.9,10750.8
16.460,90.50,4.921,21088.52459,13025.4,10802.9
9.750,46.94,0.090,30099.66102,16814.6,16938.5
15.090,54.62,0.084,31178.70722,26003.1,9703.72
34.840,31.28,0.072,34770.49834,23943,24467.9
22.720,70.80,0.067,36047.26477,23336.5,13159.9
14.650,67.96,0.081,34854.12766,20451.2,21675.5
9.810,76.00,0.092,22456.70886,13871.1,14238.1
20.500,85.70,0.066,44757.61589,25353.4,25420.8
15.550,55.99,0.074,28617.72152,19878.4,18517.6
19.560,70.70,0.078,39415.38462,32333.1,18072.3
21.940,69.59,4.926,46984.77876,27396.7,20686.6
19.710,72.60,0.211,26701.44420,15736.9,12529.6
24.350,63.51,4.915,40613.42193,25294.9,32553.6
14.560,65.01,4.916,31606.77966,19834.7,15549.1
17.730,49.60,0.075,35503.65957,21197.6,16380
22.240,71.20,4.921,33589.49672,21450.6,12640.5
11.190,87.10,0.079,23087.45247,18491.6,7070.35
15.630,86.00,0.071,27814.16577,16749.9,14504.7
22.120,74.80,0.068,44973.77483,27123.5,28717.3
36.570,20.61,4.931,38412.75748,26855.7,30655.7
13.130,83.90,0.071,21299.74468,13225.6,12971.6
22.670,45.68,0.084,33245.55436,20056.6,17704.7
13.040,73.00,0.083,38819.77186,33823.9,15788.7
24.400,82.60,0.055,42176.21262,27300,32782.6
13.000,73.10,4.916,43352.54237,26199.4,25587.1
13.200,78.00,0.084,38187.34177,23343.5,24011.6
12.990,45.16,0.077,29371.86312,24110.5,9467.47
15.550,59.05,0.086,35893.53612,29854.6,14359.7
20.610,87.50,0.068,29664.63576,19437,18437.9
13.390,53.49,4.922,34218.30508,21268.1,16764.8
28.490,69.72,4.907,48618.73754,31982.3,46748.8
23.130,49.22,4.908,25151.36213,16500,18671.8
18.960,83.10,0.067,45135.73770,26210.5,25733.4
23.130,66.62,0.286,43123.53982,25615.4,23251.8
17.290,74.50,0.069,36793.84615,29376.4,16684.3
16.560,85.30,4.916,25167.73770,15484.8,14843.1
13.490,59.68,0.086,26292.20339,13553.8,17384.2
20.750,55.30,4.927,40452.34136,32803.3,17886.9
14.780,58.06,0.079,36538.40304,31371.6,15316.2
16.220,65.14,0.084,21250.19011,15420.7,9236.97
13.580,80.60,0.073,41190.12766,28573.2,25234.8
7.000,87.60,0.087,23228.35443,14677.2,14249.6
20.190,56.19,4.927,22555.75221,11256.5,11902.4
12.070,51.25,4.913,29140.25316,19550.2,13486.3
13.900,43.12,0.082,35601.52091,29666.8,13414.6
14.790,85.70,0.080,21365.94187,11694.5,14818.9
10.900,54.01,0.076,22205.32319,18841.4,7185.59
20.710,67.98,0.070,33602.10066,26940.2,11228.2
36.270,22.31,0.080,39076.14618,27079.7,30083.3
9.870,87.40,4.926,18701.53846,12138.8,7720.48
19.790,84.40,4.916,27136.99115,18370.5,9843.19
15.780,91.30,0.066,22388.97740,15639.1,16320
15.470,82.40,0.073,42037.45963,21988.6,27520
18.770,59.35,0.080,37001.32450,22483.2,21840.7
22.840,72.80,0.069,36658.01325,21296.9,22083
25.940,66.56,0.258,36656.28319,23594.6,16285.7
21.900,67.12,0.293,35133.45133,21038.7,17127
17.890,61.78,4.923,39956.92308,33787.2,17014
20.050,84.20,4.916,35229.02655,20657,16120.9
10.920,83.90,0.071,25147.91489,14743.9,14649.7
19.270,56.40,4.916,43457.36170,25569.5,25072.3
20.090,87.10,0.066,40065.69536,23257.8,25137.2
19.440,60.14,0.076,35824.84392,21589,19444.4
34.310,21.65,0.078,32130.09836,18326.9,17110.9
20.040,68.05,0.073,36252.30769,28703.3,20125.3
26.010,37.21,0.084,32476.59574,19061,17523.9
25.540,52.42,0.295,39472.56637,24504,15238.4
16.010,87.00,0.065,39389.96771,28954,28881.5
17.880,45.83,0.076,31251.06383,21534.1,15259.4
8.480,85.70,0.082,26466.83544,17595.1,12861.7
15.940,79.90,0.067,34535.19914,19374.7,19677.1
24.090,86.00,4.918,32321.06312,21508.9,26215.2
24.550,71.90,0.261,45410.97345,27696,23463.6
15.560,61.38,4.918,32341.78723,18629.3,16676.1
10.380,90.10,0.071,23546.44068,13141.6,14350.8
22.810,72.40,0.059,22599.86711,14775.9,14598.8
8.960,69.71,0.082,21536.12167,17353.8,9571.19
29.090,35.11,0.317,35668.67257,23074.4,14361.8
19.000,83.00,0.067,21378.46154,16843.4,9877.59
22.120,57.02,4.907,22593.48837,14384.8,17768
23.970,86.20,4.919,23984.05316,15379.7,15984.6
5.375,85.60,4.916,28051.71103,21949.1,8286.19
21.420,88.20,4.910,25888.14159,16652.8,9866.72
17.210,52.05,4.917,32008.10127,19779.9,16435.7
19.780,82.20,0.083,47006.38950,29278,19812.8
25.800,90.50,4.909,30711.47614,21098.2,20674.6
15.530,83.50,0.071,29420.02153,20441.5,17553.5
18.320,84.50,4.915,24676.72131,14593.2,14289.2
16.030,77.60,0.072,37968.60759,23248.6,22270.8
13.770,83.70,0.081,26152.50807,14172.7,18106.2
11.990,54.78,0.088,25489.23077,22143,11583.6
22.380,75.90,4.908,24887.54717,15871.2,15456.3
15.830,59.25,4.921,32629.78723,18391.5,16554.2
13.190,70.30,4.912,27964.06780,17208.5,17175.8
6.610,56.19,0.091,18128.13559,10617.6,10599.6
16.330,59.37,0.082,33903.79747,21906.4,17106.5
16.790,72.70,0.073,39890.49430,33706,15806
14.670,56.89,4.921,32172.30769,24813.2,10571.6
12.670,70.50,0.081,42035.74468,23531.7,24851.6
12.960,61.62,0.078,40273.76426,33927,15045.4
21.130,59.75,0.072,31399.86885,20333.1,18078.7
31.050,57.72,4.909,38578.60465,26179.7,32029.5
9.020,63.38,0.075,37146.76806,32373.1,16941.2
24.250,47.58,0.078,33110.46358,17120.6,18502.9
17.080,73.40,0.072,40172.30769,33809.5,15909.4
13.390,62.74,4.923,41851.52542,25185.4,24967.7
23.480,43.71,0.085,33084.34876,22061.9,17704.7
34.990,25.41,4.911,39395.08306,28446.8,27366
20.640,76.80,0.071,25526.83685,16654.3,15456.3
10.800,76.60,0.085,26792.54237,16362.3,16614.3
24.480,38.78,4.922,31157.52212,17562.2,14167.6
16.740,65.95,0.075,31233.46008,25023.6,9035.29
10.310,71.70,0.088,43254.68354,27946.5,26666
24.520,89.30,4.920,28902.28635,17684.5,18080.5
14.930,89.40,0.072,24840.39344,15336.2,14376.7
18.970,68.26,0.232,23944.77876,13786.3,12537.9
13.290,86.30,0.085,27993.97201,16005.7,18885.8
13.250,84.90,0.075,32035.40426,19057.3,19126.5
11.380,86.00,0.075,29829.44681,17857.3,18209
16.040,81.70,0.070,24577.65339,13901.4,16238.5
23.890,67.50,4.922,36344.07080,22539.3,13997
18.270,87.70,0.070,33099.54098,21986.4,15117.1
20.620,56.96,0.073,30682.22951,17268.1,17361.6
27.810,40.95,4.906,38600.31077,26272,28944.5
14.290,63.94,0.078,39517.97468,24463.2,25619.3
10.630,74.90,0.081,27408.81356,17117.3,11907.9
13.450,61.11,0.084,23390.76923,17806.6,10542.7
20.330,70.10,4.919,25352.82276,17342.7,12838.9
22.180,65.08,0.079,43282.64901,22782.5,25290.8
21.800,73.00,0.069,29626.49007,16645.3,14083.9
18.270,89.80,0.278,26244.95575,15852,12667.3
19.130,57.71,0.078,38921.32450,24702.3,24434.2
15.050,77.30,4.923,33830.88608,21147.7,16724.8
13.690,76.20,0.071,33327.45763,18962.9,16087.5
17.980,63.32,4.921,31227.37643,26319.7,13310.9
23.870,44.98,0.083,31261.37705,18297.2,17548.2
18.320,69.58,0.083,34856.19256,28038.2,17233.3
24.380,90.90,4.918,24280.22198,14415.2,12236.2
26.950,44.41,0.073,29903.52159,20548.1,25311.5
17.750,82.00,0.069,27270.29508,13597.5,15840
19.300,82.20,4.918,31484.63895,20270.5,14665.5
10.060,60.36,0.086,20245.78723,10770.7,9603.87
16.440,58.88,0.084,34547.84810,20545.9,17517.1
13.950,57.66,4.918,32101.01695,20728.3,15485.4
21.590,66.72,0.068,35214.68852,21666.9,18113.7
12.190,64.05,0.083,20970.34221,16812.5,8631.93
19.970,42.80,0.086,32547.69231,25947.5,10745.1
18.410,51.77,0.084,29760.00000,17263.2,16748
12.880,75.80,4.919,20909.50570,16367,9277.31
15.280,85.20,0.072,42552.07750,22784.1,28008.7
22.740,64.96,0.070,35669.14661,23314.1,12517.9
25.580,35.85,4.925,33100.88496,18639.9,16120.9
14.360,81.90,0.083,29599.82777,16060.7,20561.5
10.200,82.60,0.085,24103.42205,18263.3,8096.04
20.130,81.90,4.919,44703.71681,30338,16509.3
12.440,63.18,0.073,42574.97872,25485.4,25124.5
7.400,59.80,0.089,21606.10169,13480.9,12098.9
17.480,60.21,0.082,22473.00380,17107.1,9421.37
15.670,64.69,4.923,22171.13924,13272.9,14492.5
13.900,80.20,0.084,26500.38023,20991.7,10977.2
17.310,67.70,4.924,35604.98361,22528.8,20743
16.970,64.89,4.914,34511.39241,20575.1,16262.2
14.100,89.00,0.069,23759.22497,14323,12229.8
24.980,79.70,4.920,46245.84718,28955.7,35192.6
25.930,40.61,0.083,31189.78723,17685.4,16496.1
14.080,79.20,0.083,43776.00000,26550,25217.4
13.600,61.11,4.917,39449.87234,22858.5,23643.9
26.890,42.12,4.907,32174.35216,22017.7,21624.1
15.060,65.65,0.081,31216.27119,19528.3,19271.4
24.940,60.19,4.926,43143.28228,25551,18820.7
12.190,63.86,4.916,39587.69231,33419,17349.4
11.580,86.60,0.088,34829.61702,19972,17210.3
11.560,72.40,4.917,32688.60759,20122.8,20507
13.490,62.08,4.919,21545.31646,12507,14134
13.720,72.00,0.075,30319.65957,18804.9,13343.2
11.010,75.80,0.076,26703.79747,18047.4,17916.1
22.510,69.87,0.071,33148.35886,18750.6,12862.2
27.530,41.31,4.919,36690.06565,23056.4,12908.9
29.750,44.78,4.908,41911.83130,28750.6,26910.1
14.370,89.30,0.077,24168.43918,13600.8,15429.8
22.210,69.15,0.069,40447.15232,22950.9,21763.9
18.050,91.10,4.924,27237.11160,18642.3,8386.14
29.830,52.76,4.910,31683.18937,20810.1,27311.8
11.130,84.60,0.084,37962.53165,23493,22623.6
17.180,61.01,0.075,34584.51064,20882.9,16774.8
9.980,66.23,0.082,20964.25856,16529,9444.42
16.890,81.50,0.065,24714.49180,15574,11718.2
21.090,74.40,4.919,31049.80306,25229.9,11444.1
20.640,41.76,0.084,31606.15385,26769.4,11676.1
15.690,85.80,0.066,32830.13994,18399.6,17675.6
32.960,27.21,4.922,40747.37542,27467.1,35403.5
20.110,75.70,4.923,45404.60177,27123.5,19668.7
21.870,66.20,0.084,41466.95842,33934.9,19561.8
14.110,55.11,0.076,40889.87234,23414.6,24874.8
27.130,44.41,0.078,29348.57143,19773.4,24745.1
12.960,68.62,0.075,35191.89873,23401.8,22768.2
26.090,85.00,4.910,30979.97780,21915.5,24815.5
18.200,80.20,0.068,35063.60656,18613,20119.2
16.600,62.79,4.925,31727.21311,20125.1,19728.6
17.480,66.43,0.076,38298.27815,24122.2,24339.7
20.920,54.95,0.280,27939.82301,16989.6,13543.9
17.010,77.10,0.078,34461.53846,27219.4,16129.2
19.800,74.20,4.920,20469.36877,13143,13610.7
18.350,66.63,0.073,42957.63934,24973.4,25914.2
30.100,42.93,4.920,33131.16279,22196.2,24606.5
5.996,69.85,4.930,26393.92405,16059.6,14671.8
24.110,57.25,4.907,26012.49169,17103.8,19997.3
21.740,91.60,4.919,36541.59292,23089.4,14155.8
12.900,79.00,0.082,23784.02583,16082.7,11380.4
23.710,53.38,4.923,31629.02655,15810.8,17980.1
15.180,72.60,0.068,40988.35443,24003.6,25428.4
19.170,90.60,4.916,23228.85246,14641.5,10721.3
16.870,87.00,4.923,39079.86885,23732.5,22573.6
12.800,83.90,0.070,36884.74576,23102.7,18426.2
13.360,56.97,0.083,22775.38462,17899.6,9970.12
20.320,58.95,0.068,34396.32787,21722.6,21477.6
22.170,64.73,4.908,27562.52492,17962,20280.5
18.550,75.60,0.083,35567.21311,23205,17355.8
22.010,51.30,0.087,30929.23077,26062.8,10814.5
12.390,71.00,0.078,23222.27848,15578.1,15498.8
20.570,72.80,4.918,26682.25914,17213.9,19503.3
19.670,71.50,4.919,32658.88525,21533.1,15402.8
19.900,62.13,4.907,27173.42193,18782.3,21913.3
18.760,84.40,4.916,26014.52954,16868.5,11811.8
17.840,64.91,0.078,21572.62357,16035.6,9473.23
26.530,42.75,4.920,41685.04983,27588.6,36331.4
21.360,75.50,0.071,32581.18162,18253.9,12103.6
21.770,78.00,4.914,32245.77137,19387.5,17984.2
26.580,48.32,4.921,27646.72566,15672.3,13897
17.170,86.90,4.922,26263.08197,16027.2,15816.7
7.090,63.91,0.088,22917.96610,14403.6,10674.8
7.450,76.70,0.082,21244.10646,16834.6,9807.44
24.320,85.80,4.913,29208.23920,18915.2,22726.7
8.370,75.20,4.912,29858.55513,23495.6,9167.83
21.810,78.00,0.068,30274.96689,22891.1,19595.8
19.350,70.20,0.076,21252.19672,12828.5,10074.2
15.650,73.50,0.084,35193.91635,28230.7,14912.8
15.870,73.60,0.085,24753.41772,22927.7,16233.3
20.120,61.76,0.065,42421.87298,24906.7,27170.9
25.840,49.35,4.917,32039.21225,17510.8,12979
10.240,84.60,0.073,22696.85106,13745.1,13993.5
16.440,78.30,0.071,33406.75996,15672.1,18048
18.820,61.01,0.085,26926.23574,20951.2,9006.48
23.830,48.81,0.080,32856.15894,17768,18573.8
24.050,67.08,4.919,45293.67370,26382.3,23960.9
27.770,66.87,4.911,37628.17276,24835.4,29619.4
13.670,75.20,0.070,25462.37288,15173.3,16290.1
20.140,76.20,4.915,20134.56954,12431.6,13629
23.760,71.30,4.919,28647.41722,16177.5,19566.3
13.860,73.00,0.074,42993.41772,27279,25700.2
7.400,84.30,0.085,28063.87833,22781.2,8787.52
12.560,85.30,0.078,31030.46809,18826.8,14556.8
20.670,64.50,0.084,22976.98031,17973.9,11059
8.490,75.20,0.092,21770.84746,12780.5,14003.5
21.270,80.80,4.922,45200.70796,26622,20345.3
9.520,78.90,0.085,30515.58935,25093.6,9513.57
33.840,37.02,0.070,37060.46512,25519,24299.2
26.220,40.15,4.925,37922.66371,25462.3,24502.6
12.270,87.40,4.922,23440.00000,17669,11786
22.970,33.17,0.085,33753.97201,19994.3,18088.7
10.610,48.45,0.083,23467.11864,14177.5,14281.3
18.640,88.50,4.916,27780.53097,15474,12802.6
27.570,54.98,0.067,37615.80466,25519.3,26892
10.970,89.30,0.065,24412.88136,14079,15635.9
18.260,91.70,0.081,40824.15755,25256,17892.8
15.990,54.04,0.081,28232.54237,17204.9,17054.2
22.630,65.32,4.909,37411.23196,26469.7,29708.8
21.990,65.37,0.086,41441.75055,34050.6,19421.8
16.310,55.51,4.916,34152.91139,19754.4,22669.9
10.420,71.30,0.084,27773.16456,17489.4,17170.1
25.520,49.32,4.907,30311.76080,20738,26829.8
26.750,75.00,4.905,41592.18646,30130.5,26657.3
10.760,62.64,0.086,41450.12658,25765.3,24364.3
14.660,63.18,0.071,38665.53191,23345.1,22796.1
15.010,86.40,0.072,19686.15385,14448.3,8559.04
20.030,72.30,0.291,28513.27434,17734.3,11684.7
25.440,65.71,4.919,28189.66887,16200,20298.8
18.960,57.84,0.077,35180.02153,21072.1,18129.5
24.060,81.40,0.296,46500.53097,27759.7,23763.7
16.290,71.00,4.919,30760.85106,17926.8,14731
12.900,72.30,0.084,23241.35593,11558.7,13320.4
23.060,50.29,4.922,35158.93805,18834.5,14908.9
21.040,49.42,4.919,45506.52079,28221.2,19486
7.680,79.30,4.921,23187.69231,18189.7,10386.5
10.830,74.30,0.083,23851.52542,13838.3,14848.6
15.460,74.60,4.920,33636.45570,20969,16823.1
13.970,79.50,0.079,42158.29787,25708.5,23992.3
20.870,54.99,4.906,28307.74695,20037.6,13819.2
26.000,44.89,4.916,35253.21663,23538.2,13883.5
16.690,58.21,0.081,31008.36502,25804.2,9185.11
12.790,66.96,0.084,22130.84746,14367.2,10900.6
19.500,84.20,0.070,23366.15385,18598.8,10745.1
19.570,66.61,0.072,38547.69231,32396.3,20304.6
25.480,86.20,4.920,31172.89037,19598.7,26498.4
15.910,71.10,0.081,32795.23404,20473.2,15125.8
13.570,63.37,4.916,41936.94915,25210.9,25326.6
24.330,35.58,4.922,36809.80306,22447.7,14023.6
20.630,64.93,0.115,26632.12254,16457.7,11689.2
16.280,44.91,0.086,31925.10638,21215.9,14446.5
19.120,68.32,0.082,40294.56954,24653.6,25054.5
15.010,69.57,0.074,22268.35443,13663.2,15036.1
17.770,89.50,0.069,24953.70492,15681.7,11146.9
17.840,74.30,0.072,38129.23077,31381,21889.2
34.960,31.18,4.918,34547.24252,23567.1,25148.8
18.550,93.00,0.087,26474.57330,17828.2,9500.79
15.120,79.30,0.075,25129.47255,15400.8,12258.9
16.090,83.60,0.079,23223.82979,13467.1,14098.1
